datum,bundesland_id,bundesland_name,behandlungsgruppe,behandlungsgruppe_level_2,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_erstaufnahmen,intensivbetten_belegt,intensivbetten_frei,intensivbetten_7_tage_notfallreserve,kapazitaeten_frei_invasive_beatmung_gesamt,kapazitaeten_frei_invasive_beatmung_covid,kapazitaeten_frei_invasive_beatmung_isolationspflichtige_kinder,betriebssituation_regulaerer_betrieb,betriebssituation_teilweise_eingeschraenkt,betriebssituation_eingeschraenkt,betriebssituation_keine_angabe,einschraenkung_beatmungsgeraet,einschraenkung_material,einschraenkung_personal,einschraenkung_raum
2022-03-19,00,Deutschland,Kinder,NICU,199,9,0,1383,661,204,530,NA,98,102,34,35,28,6,0,60,22
2022-03-19,00,Deutschland,Kinder,PICU,161,28,4,540,266,194,208,NA,62,66,24,44,27,2,0,60,19
2022-03-20,00,Deutschland,Erwachsene,ERWACHSENE,1318,2227,253,17958,3320,8291,2674,1006,NA,379,285,526,128,13,2,715,204
2022-03-20,00,Deutschland,Kinder,NICU,199,11,0,1371,671,206,521,NA,100,103,32,36,28,6,0,59,22
2022-03-20,00,Deutschland,Kinder,PICU,161,30,5,532,275,196,219,NA,63,63,26,45,27,2,0,63,21
2022-03-21,00,Deutschland,Erwachsene,ERWACHSENE,1318,2312,346,18245,3226,8236,2607,992,NA,388,290,518,122,13,2,710,211
2022-03-21,00,Deutschland,Kinder,NICU,199,9,0,1374,667,205,527,NA,99,101,34,36,28,6,0,61,21
2022-03-21,00,Deutschland,Kinder,PICU,161,27,6,520,294,200,230,NA,68,68,25,42,26,3,0,60,21
2022-03-22,00,Deutschland,Erwachsene,ERWACHSENE,1318,2345,268,18620,2998,8237,2502,955,NA,396,288,512,122,12,2,700,212
2022-03-22,00,Deutschland,Kinder,NICU,199,10,1,1357,692,206,537,NA,102,100,36,35,28,6,0,62,22
2022-03-22,00,Deutschland,Kinder,PICU,161,26,8,536,282,195,217,NA,71,72,25,38,26,3,0,56,19
2022-03-23,00,Deutschland,Erwachsene,ERWACHSENE,1318,2293,345,18766,2876,8218,2483,941,NA,390,284,523,121,12,1,708,219
2022-03-23,00,Deutschland,Kinder,NICU,199,10,1,1334,706,206,547,NA,102,103,32,35,29,7,0,58,21
2022-03-23,00,Deutschland,Kinder,PICU,161,29,4,534,293,198,229,NA,77,73,25,37,26,3,0,55,19
2022-03-24,00,Deutschland,Erwachsene,ERWACHSENE,1319,2283,289,18791,2908,8192,2489,928,NA,393,290,511,125,12,2,705,220
2022-03-24,00,Deutschland,Kinder,NICU,200,13,0,1360,686,213,538,NA,94,104,32,34,30,6,0,56,21
2022-03-24,00,Deutschland,Kinder,PICU,161,30,2,558,269,193,213,NA,78,74,24,37,26,3,0,54,20
2022-03-25,00,Deutschland,Erwachsene,ERWACHSENE,1319,2265,293,18666,2909,8200,2486,960,NA,383,281,530,125,14,1,717,217
2022-03-25,00,Deutschland,Kinder,NICU,200,13,2,1371,672,213,527,NA,96,103,34,33,30,5,0,56,20
2022-03-25,00,Deutschland,Kinder,PICU,161,27,2,558,264,189,202,NA,73,74,23,38,26,3,0,54,19
2022-03-26,00,Deutschland,Erwachsene,ERWACHSENE,1319,2292,234,18378,2969,8237,2476,952,NA,367,287,535,130,14,1,737,218
2022-03-26,00,Deutschland,Kinder,NICU,200,14,0,1353,680,212,529,NA,102,102,34,33,31,5,0,57,18
2022-03-26,00,Deutschland,Kinder,PICU,161,29,3,537,274,197,197,NA,74,74,26,36,25,3,0,55,18
2022-03-27,00,Deutschland,Erwachsene,ERWACHSENE,1318,2293,241,18020,3244,8259,2641,989,NA,376,279,532,131,15,1,734,206
2022-03-27,00,Deutschland,Kinder,NICU,200,12,0,1370,672,209,517,NA,103,102,32,34,32,5,0,56,18
2022-03-27,00,Deutschland,Kinder,PICU,161,31,2,531,270,195,200,NA,71,75,23,38,25,3,0,54,17
2022-03-28,00,Deutschland,Erwachsene,ERWACHSENE,1320,2315,312,18205,3324,8223,2765,1015,NA,388,275,529,128,13,1,729,203
2022-03-28,00,Deutschland,Kinder,NICU,200,13,1,1388,656,209,520,NA,102,103,30,34,33,6,0,54,18
2022-03-28,00,Deutschland,Kinder,PICU,160,28,5,530,282,199,215,NA,77,75,22,38,25,3,0,53,17
2022-03-29,00,Deutschland,Erwachsene,ERWACHSENE,1321,2332,272,18759,2937,8220,2505,950,NA,392,276,526,127,13,1,723,216
2022-03-29,00,Deutschland,Kinder,NICU,200,12,1,1370,673,207,518,NA,102,99,30,40,31,6,0,58,22
2022-03-29,00,Deutschland,Kinder,PICU,161,33,2,527,293,197,222,NA,75,73,25,39,24,3,0,56,17
2022-03-30,00,Deutschland,Erwachsene,ERWACHSENE,1321,2283,301,18896,2833,8214,2462,934,NA,380,291,524,126,16,1,725,235
2022-03-30,00,Deutschland,Kinder,NICU,200,12,1,1374,663,207,532,NA,104,100,31,38,31,6,0,57,21
2022-03-30,00,Deutschland,Kinder,PICU,161,37,2,553,275,193,208,NA,70,73,27,37,24,3,0,55,18
2022-03-31,00,Deutschland,Erwachsene,ERWACHSENE,1319,2264,253,18786,2904,8217,2499,927,NA,381,288,523,127,15,1,720,235
2022-03-31,00,Deutschland,Kinder,NICU,199,10,0,1396,650,202,527,NA,100,101,31,36,31,6,0,56,22
2022-03-31,00,Deutschland,Kinder,PICU,161,30,3,563,264,195,213,NA,71,74,27,36,24,3,0,54,18
2022-04-01,00,Deutschland,Erwachsene,ERWACHSENE,1318,2232,208,18687,2861,8239,2427,930,NA,373,291,528,126,14,1,727,238
2022-04-01,00,Deutschland,Kinder,NICU,197,11,0,1370,654,202,519,NA,103,100,31,36,30,6,0,55,22
2022-04-01,00,Deutschland,Kinder,PICU,159,28,5,561,251,193,200,NA,74,72,25,38,24,3,0,55,16
2022-04-02,00,Deutschland,Erwachsene,ERWACHSENE,1322,2180,196,18318,3053,8280,2546,967,NA,366,290,540,126,15,1,744,232
2022-04-02,00,Deutschland,Kinder,NICU,198,8,0,1400,634,203,517,NA,107,99,33,35,31,6,0,56,22
2022-04-02,00,Deutschland,Kinder,PICU,160,27,0,545,262,196,205,NA,72,70,26,40,24,3,0,55,19
2022-04-03,00,Deutschland,Erwachsene,ERWACHSENE,1323,2180,241,17982,3295,8302,2684,1006,NA,375,289,534,125,15,1,742,227
2022-04-03,00,Deutschland,Kinder,NICU,198,7,1,1370,651,203,512,NA,106,98,33,37,30,6,0,58,22
2022-04-03,00,Deutschland,Kinder,PICU,160,25,2,535,280,196,218,NA,78,70,26,40,24,3,0,56,18
2022-04-04,00,Deutschland,Erwachsene,ERWACHSENE,1323,2204,231,18269,3314,8261,2679,1032,NA,392,290,519,122,15,1,727,228
2022-04-04,00,Deutschland,Kinder,NICU,198,6,0,1346,670,206,520,NA,103,98,35,35,30,6,0,57,22
2022-04-04,00,Deutschland,Kinder,PICU,160,24,1,545,275,192,212,NA,73,70,25,41,24,4,0,55,21
2022-04-05,00,Deutschland,Erwachsene,ERWACHSENE,1322,2132,253,18704,2977,8226,2512,985,NA,396,280,527,119,16,1,721,223
2022-04-05,00,Deutschland,Kinder,NICU,198,7,0,1370,643,207,507,NA,102,100,34,33,31,6,0,54,24
2022-04-05,00,Deutschland,Kinder,PICU,160,25,3,559,256,190,208,NA,73,67,27,41,25,4,0,56,22
2022-04-06,00,Deutschland,Erwachsene,ERWACHSENE,1321,2075,273,18846,2859,8203,2447,967,NA,397,284,519,121,15,1,712,222
2022-04-06,00,Deutschland,Kinder,NICU,198,7,0,1363,653,206,514,NA,102,101,34,33,30,5,0,53,23
2022-04-06,00,Deutschland,Kinder,PICU,160,25,3,566,253,194,211,NA,79,72,29,36,23,2,0,53,21
2022-04-07,00,Deutschland,Erwachsene,ERWACHSENE,1322,2021,220,18908,2826,8205,2425,933,NA,388,285,524,125,15,1,717,225
2022-04-07,00,Deutschland,Kinder,NICU,197,8,2,1350,654,205,534,NA,105,105,31,32,29,3,0,50,24
2022-04-07,00,Deutschland,Kinder,PICU,160,25,3,582,243,193,196,NA,74,74,28,35,23,2,0,52,22
2022-04-08,00,Deutschland,Erwachsene,ERWACHSENE,1322,1989,209,18729,2863,8216,2427,968,NA,394,279,522,127,14,1,711,222
2022-04-08,00,Deutschland,Kinder,NICU,197,10,1,1361,649,203,526,NA,101,105,31,32,29,3,0,51,21
2022-04-08,00,Deutschland,Kinder,PICU,160,29,2,565,254,193,191,NA,79,73,28,36,23,2,0,53,19
2022-04-09,00,Deutschland,Erwachsene,ERWACHSENE,1321,1949,146,18364,3089,8265,2501,999,NA,390,275,526,130,15,1,718,224
2022-04-09,00,Deutschland,Kinder,NICU,197,8,0,1368,639,205,532,NA,102,104,31,33,29,3,0,52,21
2022-04-09,00,Deutschland,Kinder,PICU,160,28,0,556,257,195,194,NA,78,67,32,38,23,2,0,57,21
2022-04-10,00,Deutschland,Erwachsene,ERWACHSENE,1319,1955,186,17985,3316,8272,2648,1039,NA,383,281,526,129,15,1,719,225
2022-04-10,00,Deutschland,Kinder,NICU,197,10,0,1358,642,205,528,NA,104,103,32,33,29,4,0,53,22
2022-04-10,00,Deutschland,Kinder,PICU,160,24,3,553,256,195,193,NA,73,68,29,40,23,2,0,56,23
2022-04-11,00,Deutschland,Erwachsene,ERWACHSENE,1318,1948,228,18140,3305,8239,2691,1054,NA,390,276,521,131,15,1,713,219
2022-04-11,00,Deutschland,Kinder,NICU,198,9,1,1374,640,205,538,NA,107,102,35,32,29,4,0,54,24
2022-04-11,00,Deutschland,Kinder,PICU,161,25,0,550,267,201,205,NA,85,69,30,39,23,2,0,56,21
2022-04-12,00,Deutschland,Erwachsene,ERWACHSENE,1318,1885,228,18437,3080,8223,2575,998,NA,382,284,520,132,16,1,719,221
2022-04-12,00,Deutschland,Kinder,NICU,198,9,1,1382,628,206,529,NA,105,104,34,32,28,4,0,52,23
2022-04-12,00,Deutschland,Kinder,PICU,160,22,7,565,265,196,201,NA,78,70,30,37,23,2,0,56,19
2022-04-13,00,Deutschland,Erwachsene,ERWACHSENE,1319,1823,233,18577,2949,8242,2527,976,NA,389,282,516,132,15,1,709,215
2022-04-13,00,Deutschland,Kinder,NICU,198,6,0,1369,640,206,522,NA,108,105,33,33,27,3,0,52,23
2022-04-13,00,Deutschland,Kinder,PICU,160,20,2,575,253,191,194,NA,76,69,30,37,24,2,0,54,20
2022-04-14,00,Deutschland,Erwachsene,ERWACHSENE,1316,1796,179,18455,3043,8236,2598,1004,NA,383,284,517,132,14,1,709,222
2022-04-14,00,Deutschland,Kinder,NICU,199,6,0,1363,664,206,525,NA,101,105,33,33,28,3,0,52,23
2022-04-14,00,Deutschland,Kinder,PICU,161,19,0,560,272,198,205,NA,72,72,26,39,24,2,0,54,19
2022-04-15,00,Deutschland,Erwachsene,ERWACHSENE,1314,1768,137,18151,3248,8249,2671,1044,NA,388,269,522,135,13,1,709,218
2022-04-15,00,Deutschland,Kinder,NICU,199,6,0,1371,654,202,518,NA,109,104,35,33,27,4,0,53,23
2022-04-15,00,Deutschland,Kinder,PICU,161,19,1,540,285,196,210,NA,71,68,28,41,24,3,0,54,23
2022-04-16,00,Deutschland,Erwachsene,ERWACHSENE,1316,1718,158,17622,3664,8280,2888,1135,NA,399,273,509,135,14,1,703,215
2022-04-16,00,Deutschland,Kinder,NICU,199,6,0,1361,673,201,533,NA,110,106,34,31,28,4,0,50,22
2022-04-16,00,Deutschland,Kinder,PICU,161,18,2,518,307,198,214,NA,74,71,24,42,24,3,0,53,20
2022-04-17,00,Deutschland,Erwachsene,ERWACHSENE,1317,1742,127,17493,3768,8290,2889,1148,NA,399,281,504,133,15,1,707,211
2022-04-17,00,Deutschland,Kinder,NICU,199,6,0,1353,686,198,542,NA,106,106,34,30,29,3,0,50,22
2022-04-17,00,Deutschland,Kinder,PICU,161,18,2,514,304,200,212,NA,80,74,23,40,24,2,0,52,19
2022-04-18,00,Deutschland,Erwachsene,ERWACHSENE,1316,1739,180,17503,3771,8275,2991,1179,NA,404,277,500,135,16,1,699,211
2022-04-18,00,Deutschland,Kinder,NICU,199,5,1,1337,700,198,547,NA,111,107,33,30,29,3,0,49,21
2022-04-18,00,Deutschland,Kinder,PICU,161,20,5,510,307,199,208,NA,73,75,23,39,24,2,0,51,19
2022-04-19,00,Deutschland,Erwachsene,ERWACHSENE,1318,1777,196,17937,3563,8261,2891,1146,NA,423,279,485,131,15,1,690,199
2022-04-19,00,Deutschland,Kinder,NICU,199,5,0,1355,675,199,524,NA,109,107,37,26,29,3,0,50,21
2022-04-19,00,Deutschland,Kinder,PICU,161,21,3,505,316,200,212,NA,75,74,23,40,24,2,1,52,21
2022-04-20,00,Deutschland,Erwachsene,ERWACHSENE,1319,1706,179,18365,3165,8243,2735,1081,NA,419,282,486,132,15,1,693,207
2022-04-20,00,Deutschland,Kinder,NICU,199,4,0,1376,655,199,505,NA,108,110,32,29,28,3,0,48,22
2022-04-20,00,Deutschland,Kinder,PICU,161,24,4,520,298,200,208,NA,76,74,22,42,23,2,1,53,22
2022-04-21,00,Deutschland,Erwachsene,ERWACHSENE,1319,1623,180,18526,3016,8251,2618,1051,NA,421,286,480,132,14,1,689,208
2022-04-21,00,Deutschland,Kinder,NICU,199,4,1,1354,674,196,524,NA,108,108,34,29,28,4,0,49,24
2022-04-21,00,Deutschland,Kinder,PICU,161,19,0,541,280,198,199,NA,77,72,24,42,23,3,1,54,25
2022-04-22,00,Deutschland,Erwachsene,ERWACHSENE,1320,1591,178,18428,3052,8244,2595,1050,NA,418,276,496,130,13,1,690,209
2022-04-22,00,Deutschland,Kinder,NICU,198,5,1,1340,686,197,527,NA,105,112,32,27,27,4,0,46,20
2022-04-22,00,Deutschland,Kinder,PICU,160,17,1,552,270,201,190,NA,71,73,27,37,23,3,1,52,21
2022-04-23,00,Deutschland,Erwachsene,ERWACHSENE,1319,1593,106,18125,3186,8303,2627,1069,NA,411,278,503,127,12,1,692,210
2022-04-23,00,Deutschland,Kinder,NICU,198,5,1,1339,691,195,525,NA,106,112,32,27,27,4,0,46,20
2022-04-23,00,Deutschland,Kinder,PICU,160,16,1,542,273,202,190,NA,68,74,27,36,23,3,0,53,20
2022-04-24,00,Deutschland,Erwachsene,ERWACHSENE,1317,1549,136,17818,3403,8288,2784,1109,NA,402,279,503,133,14,1,694,208
2022-04-24,00,Deutschland,Kinder,NICU,198,5,0,1343,692,196,525,NA,113,111,32,27,28,3,0,47,21
2022-04-24,00,Deutschland,Kinder,PICU,160,17,2,530,287,203,195,NA,66,74,28,35,23,2,0,53,20
2022-04-25,00,Deutschland,Erwachsene,ERWACHSENE,1316,1556,173,17920,3402,8180,2808,1131,NA,415,279,490,132,15,2,685,199
2022-04-25,00,Deutschland,Kinder,NICU,197,5,0,1316,694,194,524,NA,111,108,33,28,28,3,0,49,23
2022-04-25,00,Deutschland,Kinder,PICU,159,15,3,539,271,194,192,NA,70,74,27,35,23,2,0,52,20
2022-04-26,00,Deutschland,Erwachsene,ERWACHSENE,1317,1501,162,18407,3060,8175,2688,1091,NA,418,283,485,131,15,1,690,202
2022-04-26,00,Deutschland,Kinder,NICU,197,4,1,1334,676,195,514,NA,106,108,33,28,28,3,1,49,23
2022-04-26,00,Deutschland,Kinder,PICU,159,14,2,543,268,192,195,NA,69,75,26,35,23,2,0,51,19
2022-04-27,00,Deutschland,Erwachsene,ERWACHSENE,1317,1423,151,18582,2928,8147,2594,1017,NA,419,271,495,132,16,1,687,204
2022-04-27,00,Deutschland,Kinder,NICU,197,6,1,1358,647,191,480,NA,104,109,32,28,28,3,1,48,22
2022-04-27,00,Deutschland,Kinder,PICU,159,16,2,546,271,191,195,NA,64,73,26,37,23,2,0,53,22
2022-04-28,00,Deutschland,Erwachsene,ERWACHSENE,1316,1381,170,18473,3018,8125,2642,1076,NA,428,297,461,130,13,2,665,188
2022-04-28,00,Deutschland,Kinder,NICU,197,7,0,1366,616,191,485,NA,98,112,32,25,28,3,1,46,20
2022-04-28,00,Deutschland,Kinder,PICU,159,18,1,548,270,192,194,NA,71,76,25,34,24,1,0,50,20
2022-04-29,00,Deutschland,Erwachsene,ERWACHSENE,1317,1357,126,18469,2918,8160,2559,1044,NA,425,292,474,126,14,2,667,197
2022-04-29,00,Deutschland,Kinder,NICU,197,7,0,1382,603,190,482,NA,100,109,32,27,29,3,1,47,20
2022-04-29,00,Deutschland,Kinder,PICU,159,16,2,542,278,194,186,NA,78,73,26,35,25,1,0,51,20
2022-04-30,00,Deutschland,Erwachsene,ERWACHSENE,1318,1328,113,18191,3044,8151,2618,1048,NA,411,296,486,125,16,2,678,206
2022-04-30,00,Deutschland,Kinder,NICU,197,6,0,1397,588,188,465,NA,102,106,34,28,29,4,0,49,20
2022-04-30,00,Deutschland,Kinder,PICU,159,20,0,539,278,199,186,NA,73,69,30,35,25,2,0,54,19
2022-05-01,00,Deutschland,Erwachsene,ERWACHSENE,1316,1315,137,17776,3346,8178,2774,1101,NA,425,298,472,121,17,2,672,191
2022-05-01,00,Deutschland,Kinder,NICU,197,7,0,1381,609,190,484,NA,103,106,35,29,27,3,0,50,23
2022-05-01,00,Deutschland,Kinder,PICU,159,15,0,532,284,201,185,NA,71,71,31,33,24,2,1,54,20
2022-05-02,00,Deutschland,Erwachsene,ERWACHSENE,1316,1305,158,18056,3381,8122,2828,1145,NA,443,304,450,119,20,2,646,199
2022-05-02,00,Deutschland,Kinder,NICU,197,6,0,1374,620,191,487,NA,98,106,36,27,28,2,0,51,22
2022-05-02,00,Deutschland,Kinder,PICU,159,12,4,518,290,200,194,NA,78,71,34,30,24,2,1,55,19
2022-05-03,00,Deutschland,Erwachsene,ERWACHSENE,1317,1259,146,18510,3073,8125,2685,1075,NA,459,303,436,119,19,1,638,203
2022-05-03,00,Deutschland,Kinder,NICU,197,6,0,1371,635,195,474,NA,94,107,37,25,28,3,0,50,22
2022-05-03,00,Deutschland,Kinder,PICU,159,12,1,534,277,202,202,NA,81,69,33,33,24,2,1,57,18
2022-05-04,00,Deutschland,Erwachsene,ERWACHSENE,1317,1184,156,18592,3015,8107,2648,1035,NA,460,309,427,121,20,1,637,195
2022-05-04,00,Deutschland,Kinder,NICU,197,4,0,1369,636,195,479,NA,107,102,40,26,29,4,1,54,24
2022-05-04,00,Deutschland,Kinder,PICU,159,13,0,554,264,201,199,NA,80,70,36,29,24,1,0,55,17
2022-05-05,00,Deutschland,Erwachsene,ERWACHSENE,1317,1160,127,18490,3063,8114,2676,1072,NA,462,321,414,120,17,1,637,196
2022-05-05,00,Deutschland,Kinder,NICU,198,4,1,1389,629,193,483,NA,105,103,39,26,30,5,1,53,23
2022-05-05,00,Deutschland,Kinder,PICU,160,12,1,543,275,197,201,NA,83,70,37,29,24,2,0,55,20
2022-05-06,00,Deutschland,Erwachsene,ERWACHSENE,1316,1100,105,18516,2940,8138,2607,1034,NA,459,332,407,118,19,1,631,198
2022-05-06,00,Deutschland,Kinder,NICU,198,4,0,1408,602,193,479,NA,103,102,42,24,30,5,1,56,22
2022-05-06,00,Deutschland,Kinder,PICU,160,12,0,542,272,198,203,NA,81,67,41,28,24,2,0,57,20
2022-05-07,00,Deutschland,Erwachsene,ERWACHSENE,1316,1068,81,18118,3187,8146,2659,1046,NA,448,337,413,118,21,1,638,207
2022-05-07,00,Deutschland,Kinder,NICU,198,2,0,1437,566,194,452,NA,97,102,40,26,30,6,3,56,22
2022-05-07,00,Deutschland,Kinder,PICU,160,14,2,514,294,197,216,NA,79,68,39,29,24,2,0,56,20
2022-05-08,00,Deutschland,Erwachsene,ERWACHSENE,1317,1082,113,17728,3492,8162,2821,1111,NA,452,334,413,118,20,1,645,195
2022-05-08,00,Deutschland,Kinder,NICU,198,2,0,1423,586,193,469,NA,102,102,38,27,31,5,2,55,21
2022-05-08,00,Deutschland,Kinder,PICU,160,12,0,506,304,196,217,NA,79,68,39,29,24,2,0,56,19
2022-05-09,00,Deutschland,Erwachsene,ERWACHSENE,1317,1084,118,17979,3457,8167,2862,1123,NA,475,323,401,118,18,1,629,184
2022-05-09,00,Deutschland,Kinder,NICU,198,2,0,1402,603,193,484,NA,106,102,41,24,31,5,1,56,21
2022-05-09,00,Deutschland,Kinder,PICU,160,9,1,509,299,198,220,NA,84,68,41,27,24,2,0,56,21
2022-05-10,00,Deutschland,Erwachsene,ERWACHSENE,1317,1051,123,18463,3120,8141,2754,1077,NA,468,334,401,114,19,1,630,206
2022-05-10,00,Deutschland,Kinder,NICU,198,3,0,1392,621,197,488,NA,104,98,45,25,30,5,1,58,22
2022-05-10,00,Deutschland,Kinder,PICU,160,10,0,540,269,198,200,NA,79,66,41,29,24,2,0,59,21
2022-05-11,00,Deutschland,Erwachsene,ERWACHSENE,1317,1021,113,18696,2931,8134,2599,1024,NA,472,326,406,113,18,1,631,207
2022-05-11,00,Deutschland,Kinder,NICU,198,4,0,1403,606,198,492,NA,105,99,43,26,30,4,0,57,21
2022-05-11,00,Deutschland,Kinder,PICU,160,8,1,549,264,200,202,NA,79,65,40,32,23,2,0,60,23
2022-05-12,00,Deutschland,Erwachsene,ERWACHSENE,1318,990,111,18731,2910,8120,2584,1052,NA,475,317,411,115,18,1,629,208
2022-05-12,00,Deutschland,Kinder,NICU,198,3,0,1413,585,197,490,NA,110,99,44,25,30,4,0,57,21
2022-05-12,00,Deutschland,Kinder,PICU,160,9,1,578,246,196,195,NA,78,66,37,34,23,2,0,60,21
2022-05-13,00,Deutschland,Erwachsene,ERWACHSENE,1316,963,101,18652,2869,8141,2583,1013,NA,467,319,414,116,16,1,638,203
2022-05-13,00,Deutschland,Kinder,NICU,197,3,0,1422,578,197,492,NA,107,100,43,25,29,2,0,56,20
2022-05-13,00,Deutschland,Kinder,PICU,159,12,2,564,250,199,196,NA,84,68,37,30,24,2,0,57,18
2022-05-14,00,Deutschland,Erwachsene,ERWACHSENE,1316,929,61,18256,3072,8189,2639,1033,NA,462,329,407,118,15,1,645,201
2022-05-14,00,Deutschland,Kinder,NICU,197,4,0,1396,607,197,502,NA,110,99,45,24,29,3,0,56,21
2022-05-14,00,Deutschland,Kinder,PICU,159,12,3,547,259,202,203,NA,84,65,40,30,24,3,0,59,19
2022-05-15,00,Deutschland,Erwachsene,ERWACHSENE,1315,904,98,17904,3364,8193,2806,1106,NA,462,336,399,118,15,1,643,209
2022-05-15,00,Deutschland,Kinder,NICU,196,3,0,1384,616,195,497,NA,110,98,47,22,29,4,0,56,21
2022-05-15,00,Deutschland,Kinder,PICU,158,16,2,531,263,204,210,NA,83,63,40,31,24,4,0,60,19
2022-05-16,00,Deutschland,Erwachsene,ERWACHSENE,1315,927,121,18004,3398,8167,2826,1132,NA,468,337,392,118,17,2,630,219
2022-05-16,00,Deutschland,Kinder,NICU,195,2,0,1404,589,195,474,NA,109,97,45,24,29,5,1,56,23
2022-05-16,00,Deutschland,Kinder,PICU,158,15,1,528,267,201,212,NA,76,63,41,30,24,4,0,58,20
2022-05-17,00,Deutschland,Erwachsene,ERWACHSENE,1313,927,98,18447,3029,8106,2654,1008,NA,471,317,410,115,19,2,625,223
2022-05-17,00,Deutschland,Kinder,NICU,196,2,0,1409,594,196,481,NA,107,97,47,23,29,6,1,58,23
2022-05-17,00,Deutschland,Kinder,PICU,159,16,4,561,246,198,193,NA,72,66,37,33,23,4,0,57,20
2022-05-18,00,Deutschland,Erwachsene,ERWACHSENE,1313,886,103,18480,2924,8117,2637,1025,NA,471,331,396,115,17,2,625,222
2022-05-18,00,Deutschland,Kinder,NICU,197,2,0,1428,573,195,464,NA,107,98,47,23,29,6,1,58,24
2022-05-18,00,Deutschland,Kinder,PICU,159,17,5,565,243,198,188,NA,68,67,37,32,23,4,0,56,24
2022-05-19,00,Deutschland,Erwachsene,ERWACHSENE,1313,854,91,18481,2946,8139,2578,1037,NA,477,324,396,116,15,2,623,212
2022-05-19,00,Deutschland,Kinder,NICU,197,2,0,1441,556,197,439,NA,98,96,48,24,29,7,1,59,24
2022-05-19,00,Deutschland,Kinder,PICU,159,19,2,563,245,196,194,NA,74,68,37,31,23,4,0,55,23
2022-05-20,00,Deutschland,Erwachsene,ERWACHSENE,1310,798,68,18382,2942,8106,2600,1021,NA,476,322,398,114,15,2,623,211
2022-05-20,00,Deutschland,Kinder,NICU,197,2,0,1467,534,198,432,NA,98,94,50,24,29,7,1,60,25
2022-05-20,00,Deutschland,Kinder,PICU,159,21,3,564,243,199,186,NA,67,68,35,33,23,4,0,55,22
2022-05-21,00,Deutschland,Erwachsene,ERWACHSENE,1309,780,66,18009,3119,8150,2697,1041,NA,466,312,413,118,18,2,627,211
2022-05-21,00,Deutschland,Kinder,NICU,197,3,0,1448,557,197,441,NA,100,96,45,28,28,7,1,57,26
2022-05-21,00,Deutschland,Kinder,PICU,159,19,0,566,232,196,179,NA,64,66,34,36,23,4,0,55,23
2022-05-22,00,Deutschland,Erwachsene,ERWACHSENE,1307,799,72,17585,3440,8174,2866,1120,NA,477,302,405,123,16,1,614,201
2022-05-22,00,Deutschland,Kinder,NICU,197,3,0,1450,552,198,455,NA,107,94,46,29,28,7,1,56,27
2022-05-22,00,Deutschland,Kinder,PICU,159,15,1,548,244,202,185,NA,68,67,34,35,23,4,0,54,23
2022-05-23,00,Deutschland,Erwachsene,ERWACHSENE,1309,767,82,17741,3551,8143,2961,1157,NA,500,300,383,126,14,1,593,195
2022-05-23,00,Deutschland,Kinder,NICU,197,4,0,1475,533,198,443,NA,97,93,46,30,28,7,1,60,29
2022-05-23,00,Deutschland,Kinder,PICU,159,16,2,551,248,199,205,NA,74,67,36,33,23,4,0,56,22
2022-05-24,00,Deutschland,Erwachsene,ERWACHSENE,1311,720,68,18503,3036,8211,2655,1056,NA,506,295,383,127,16,2,591,198
2022-05-24,00,Deutschland,Kinder,NICU,198,6,1,1503,522,203,434,NA,91,95,46,29,28,8,1,59,27
2022-05-24,00,Deutschland,Kinder,PICU,160,15,2,572,252,200,199,NA,69,68,35,32,25,4,0,56,19
2022-05-25,00,Deutschland,Erwachsene,ERWACHSENE,1312,695,69,18583,2970,8214,2587,1002,NA,494,298,397,123,17,2,604,209
2022-05-25,00,Deutschland,Kinder,NICU,198,5,0,1485,543,201,433,NA,91,96,47,27,28,8,1,62,26
2022-05-25,00,Deutschland,Kinder,PICU,160,18,3,579,247,199,199,NA,72,66,38,31,25,4,0,57,22
2022-05-26,00,Deutschland,Erwachsene,ERWACHSENE,1311,682,47,18380,3092,8191,2682,1033,NA,487,307,394,123,16,2,614,204
2022-05-26,00,Deutschland,Kinder,NICU,198,4,0,1503,518,200,413,NA,82,95,48,28,27,7,1,62,25
2022-05-26,00,Deutschland,Kinder,PICU,160,16,2,575,248,200,196,NA,75,66,36,33,25,4,0,58,22
2022-05-27,00,Deutschland,Erwachsene,ERWACHSENE,1309,678,51,17946,3441,8170,2899,1061,NA,486,310,390,123,14,2,613,199
2022-05-27,00,Deutschland,Kinder,NICU,198,5,0,1499,520,197,419,NA,83,98,45,28,27,7,1,58,25
2022-05-27,00,Deutschland,Kinder,PICU,160,18,0,559,267,200,209,NA,79,67,34,35,24,4,0,59,21
2022-05-28,00,Deutschland,Erwachsene,ERWACHSENE,1312,650,57,17793,3496,8224,2949,1115,NA,502,292,393,125,13,1,606,183
2022-05-28,00,Deutschland,Kinder,NICU,198,4,0,1483,528,200,429,NA,84,97,47,27,27,8,1,60,27
2022-05-28,00,Deutschland,Kinder,PICU,160,15,0,551,275,196,209,NA,73,68,35,33,24,4,0,59,20
2022-05-29,00,Deutschland,Erwachsene,ERWACHSENE,1312,643,70,17554,3651,8235,2992,1115,NA,518,283,388,123,13,1,600,177
2022-05-29,00,Deutschland,Kinder,NICU,198,2,0,1472,544,198,432,NA,84,99,45,27,27,7,1,58,27
