datum,bundesland_id,bundesland_name,behandlungsgruppe,behandlungsgruppe_level_2,anzahl_meldebereiche,faelle_covid_aktuell,faelle_covid_erstaufnahmen,intensivbetten_belegt,intensivbetten_frei,intensivbetten_7_tage_notfallreserve,kapazitaeten_frei_invasive_beatmung_gesamt,kapazitaeten_frei_invasive_beatmung_covid,kapazitaeten_frei_invasive_beatmung_isolationspflichtige_kinder,betriebssituation_regulaerer_betrieb,betriebssituation_teilweise_eingeschraenkt,betriebssituation_eingeschraenkt,betriebssituation_keine_angabe,einschraenkung_beatmungsgeraet,einschraenkung_material,einschraenkung_personal,einschraenkung_raum
2024-01-13,00,Deutschland,Erwachsene,ERWACHSENE,1059,623,49,14156,1991,6137,1905,NA,NA,402,207,286,163,9,2,412,137
2024-01-13,00,Deutschland,Kinder,NICU,179,1,1,1150,529,180,428,NA,NA,99,30,15,35,4,2,38,8
2024-01-13,00,Deutschland,Kinder,PICU,141,10,0,429,221,144,155,NA,NA,61,22,23,35,5,1,37,16
2024-01-14,00,Deutschland,Erwachsene,ERWACHSENE,1055,625,51,13886,2140,6106,1955,NA,NA,401,204,278,171,9,1,409,134
2024-01-14,00,Deutschland,Kinder,NICU,178,3,0,1159,515,172,425,NA,NA,98,32,13,35,2,2,40,7
2024-01-14,00,Deutschland,Kinder,PICU,141,10,1,432,218,143,155,NA,NA,60,24,22,35,6,1,38,15
2024-01-15,00,Deutschland,Erwachsene,ERWACHSENE,1060,594,46,13897,2163,6162,2053,NA,NA,411,199,282,167,10,1,402,140
2024-01-15,00,Deutschland,Kinder,NICU,178,3,0,1138,532,171,444,NA,NA,98,31,14,35,3,3,40,8
2024-01-15,00,Deutschland,Kinder,PICU,143,11,1,458,214,149,169,NA,NA,59,25,23,36,5,1,41,16
2024-01-16,00,Deutschland,Erwachsene,ERWACHSENE,1063,573,45,14299,1951,6198,1899,NA,NA,410,201,285,166,11,2,406,141
2024-01-16,00,Deutschland,Kinder,NICU,179,2,0,1165,509,180,443,NA,NA,96,30,17,36,4,3,42,9
2024-01-16,00,Deutschland,Kinder,PICU,143,11,3,463,215,151,170,NA,NA,59,25,23,36,5,1,39,17
2024-01-17,00,Deutschland,Erwachsene,ERWACHSENE,1062,534,57,14173,1907,6104,1917,NA,NA,410,193,289,169,14,2,404,145
2024-01-17,00,Deutschland,Kinder,NICU,179,2,0,1173,499,182,438,NA,NA,94,30,19,36,4,3,43,12
2024-01-17,00,Deutschland,Kinder,PICU,143,15,0,473,212,149,161,NA,NA,60,26,23,34,5,1,42,15
2024-01-18,00,Deutschland,Erwachsene,ERWACHSENE,1062,525,42,14221,1889,6113,1872,NA,NA,411,192,285,173,13,1,393,148
2024-01-18,00,Deutschland,Kinder,NICU,179,1,0,1161,510,181,426,NA,NA,96,29,18,36,3,2,41,13
2024-01-18,00,Deutschland,Kinder,PICU,142,14,1,465,211,147,159,NA,NA,62,23,24,33,5,1,40,16
2024-01-19,00,Deutschland,Erwachsene,ERWACHSENE,1061,497,22,14229,1838,6135,1889,NA,NA,414,191,282,173,12,1,394,146
2024-01-19,00,Deutschland,Kinder,NICU,179,1,0,1176,501,191,437,NA,NA,96,28,20,35,4,3,41,14
2024-01-19,00,Deutschland,Kinder,PICU,142,14,1,473,202,148,147,NA,NA,56,26,27,33,6,2,44,19
2024-01-20,00,Deutschland,Erwachsene,ERWACHSENE,1062,473,29,14143,1836,6157,1839,NA,NA,408,188,290,175,13,1,393,148
2024-01-20,00,Deutschland,Kinder,NICU,179,1,0,1164,520,191,441,NA,NA,95,27,22,35,3,3,41,14
2024-01-20,00,Deutschland,Kinder,PICU,142,13,0,471,201,148,139,NA,NA,54,25,30,33,6,2,45,22
2024-01-21,00,Deutschland,Erwachsene,ERWACHSENE,1058,459,60,13923,1966,6176,1918,NA,NA,409,188,283,177,14,1,393,145
2024-01-21,00,Deutschland,Kinder,NICU,178,1,0,1173,518,191,429,NA,NA,95,25,22,36,4,3,40,15
2024-01-21,00,Deutschland,Kinder,PICU,142,13,0,469,203,148,142,NA,NA,55,24,29,34,6,2,45,20
2024-01-22,00,Deutschland,Erwachsene,ERWACHSENE,1058,476,53,14014,1985,6181,1920,NA,NA,403,189,291,174,13,1,388,153
2024-01-22,00,Deutschland,Kinder,NICU,177,1,0,1170,514,191,436,NA,NA,97,24,21,35,3,3,40,14
2024-01-22,00,Deutschland,Kinder,PICU,141,13,1,457,198,144,139,NA,NA,54,23,32,32,8,1,48,20
2024-01-23,00,Deutschland,Erwachsene,ERWACHSENE,1061,447,50,14347,1759,6196,1742,NA,NA,402,192,297,169,12,1,395,163
2024-01-23,00,Deutschland,Kinder,NICU,176,0,1,1140,524,184,427,NA,NA,96,24,20,36,4,3,38,13
2024-01-23,00,Deutschland,Kinder,PICU,140,13,2,461,196,143,140,NA,NA,60,18,29,33,6,1,41,16
2024-01-24,00,Deutschland,Erwachsene,ERWACHSENE,1064,429,45,14402,1709,6174,1694,NA,NA,398,187,308,170,14,1,397,165
2024-01-24,00,Deutschland,Kinder,NICU,176,1,0,1141,514,179,420,NA,NA,94,28,19,35,5,3,41,12
2024-01-24,00,Deutschland,Kinder,PICU,140,14,0,475,195,141,135,NA,NA,58,20,29,33,7,1,42,18
2024-01-25,00,Deutschland,Erwachsene,ERWACHSENE,1062,427,43,14422,1685,6169,1691,NA,NA,394,196,294,177,14,1,402,157
2024-01-25,00,Deutschland,Kinder,NICU,175,1,0,1129,522,175,424,NA,NA,94,28,19,34,4,2,39,12
2024-01-25,00,Deutschland,Kinder,PICU,140,13,2,464,204,139,140,NA,NA,58,20,29,33,5,1,42,17
2024-01-26,00,Deutschland,Erwachsene,ERWACHSENE,1061,405,33,14331,1658,6177,1632,NA,NA,392,184,304,180,14,2,401,158
2024-01-26,00,Deutschland,Kinder,NICU,175,1,2,1148,503,183,425,NA,NA,93,28,19,35,4,2,40,13
2024-01-26,00,Deutschland,Kinder,PICU,139,13,1,480,186,136,128,NA,NA,58,19,29,33,5,1,41,16
2024-01-27,00,Deutschland,Erwachsene,ERWACHSENE,1062,405,20,14115,1781,6184,1724,NA,NA,389,188,306,178,13,2,409,156
2024-01-27,00,Deutschland,Kinder,NICU,175,3,0,1144,503,183,428,NA,NA,93,27,19,36,3,2,39,13
2024-01-27,00,Deutschland,Kinder,PICU,139,11,1,461,203,137,142,NA,NA,59,14,32,34,5,1,40,17
2024-01-28,00,Deutschland,Erwachsene,ERWACHSENE,1057,396,40,13857,1960,6180,1785,NA,NA,385,189,304,178,13,2,410,154
2024-01-28,00,Deutschland,Kinder,NICU,175,3,0,1142,509,178,433,NA,NA,91,28,19,37,4,2,38,15
2024-01-28,00,Deutschland,Kinder,PICU,139,15,0,467,201,135,141,NA,NA,58,15,31,35,5,1,40,17
2024-01-29,00,Deutschland,Erwachsene,ERWACHSENE,1059,386,41,13948,1984,6179,1841,NA,NA,392,201,287,178,12,2,396,151
2024-01-29,00,Deutschland,Kinder,NICU,176,3,0,1133,528,178,452,NA,NA,91,32,17,36,3,2,41,14
2024-01-29,00,Deutschland,Kinder,PICU,141,15,4,492,188,139,136,NA,NA,57,16,34,34,4,1,43,21
2024-01-30,00,Deutschland,Erwachsene,ERWACHSENE,1059,367,36,14321,1755,6180,1720,NA,NA,397,189,297,175,13,2,392,159
2024-01-30,00,Deutschland,Kinder,NICU,176,3,0,1157,509,185,445,NA,NA,92,30,18,36,4,2,40,12
2024-01-30,00,Deutschland,Kinder,PICU,142,16,1,517,172,144,142,NA,NA,55,20,32,35,4,1,46,20
2024-01-31,00,Deutschland,Erwachsene,ERWACHSENE,1060,355,41,14367,1753,6202,1734,NA,NA,393,191,302,173,14,1,399,159
2024-01-31,00,Deutschland,Kinder,NICU,177,4,1,1174,494,181,446,NA,NA,92,29,20,36,4,2,40,13
2024-01-31,00,Deutschland,Kinder,PICU,142,12,1,517,163,144,131,NA,NA,57,19,31,35,4,1,44,19
2024-02-01,00,Deutschland,Erwachsene,ERWACHSENE,1058,356,27,14470,1684,6205,1622,NA,NA,389,209,292,167,16,1,405,164
2024-02-01,00,Deutschland,Kinder,NICU,177,4,0,1138,525,180,458,NA,NA,93,28,20,36,2,2,39,16
2024-02-01,00,Deutschland,Kinder,PICU,142,9,0,514,169,150,136,NA,NA,60,17,30,35,4,1,41,18
2024-02-02,00,Deutschland,Erwachsene,ERWACHSENE,1055,337,17,14344,1690,6189,1657,NA,NA,381,208,297,168,17,1,403,170
2024-02-02,00,Deutschland,Kinder,NICU,177,4,0,1132,532,180,468,NA,NA,93,27,21,36,2,3,41,16
2024-02-02,00,Deutschland,Kinder,PICU,142,6,1,530,154,152,132,NA,NA,57,18,32,35,4,1,43,18
2024-02-03,00,Deutschland,Erwachsene,ERWACHSENE,1055,314,17,14156,1850,6200,1712,NA,NA,382,200,299,173,15,1,410,161
2024-02-03,00,Deutschland,Kinder,NICU,177,3,0,1135,526,179,471,NA,NA,92,27,21,37,2,2,41,14
2024-02-03,00,Deutschland,Kinder,PICU,141,6,0,486,171,144,142,NA,NA,55,20,31,35,4,1,45,16
2024-02-04,00,Deutschland,Erwachsene,ERWACHSENE,1055,304,31,14070,2022,6217,1772,NA,NA,382,206,295,171,15,2,412,164
2024-02-04,00,Deutschland,Kinder,NICU,177,2,0,1128,537,172,463,NA,NA,93,25,22,37,3,2,41,13
2024-02-04,00,Deutschland,Kinder,PICU,141,6,0,484,183,146,150,NA,NA,54,22,30,35,5,1,44,18
2024-02-05,00,Deutschland,Erwachsene,ERWACHSENE,1061,311,32,14251,1980,6249,1766,NA,NA,390,204,292,174,17,2,409,154
2024-02-05,00,Deutschland,Kinder,NICU,176,2,1,1143,516,161,446,NA,NA,89,29,22,36,3,2,46,15
2024-02-05,00,Deutschland,Kinder,PICU,142,4,0,487,204,148,145,NA,NA,51,25,31,35,5,1,47,22
2024-02-06,00,Deutschland,Erwachsene,ERWACHSENE,1061,302,27,14644,1703,6247,1628,NA,NA,384,197,304,175,19,1,409,162
2024-02-06,00,Deutschland,Kinder,NICU,176,3,0,1148,516,170,456,NA,NA,94,25,20,37,3,2,42,12
2024-02-06,00,Deutschland,Kinder,PICU,142,4,0,499,187,147,154,NA,NA,53,24,29,36,6,1,44,22
2024-02-07,00,Deutschland,Erwachsene,ERWACHSENE,1057,290,20,14619,1674,6217,1597,NA,NA,370,204,307,175,21,1,408,176
2024-02-07,00,Deutschland,Kinder,NICU,176,3,0,1141,507,175,451,NA,NA,93,25,20,38,2,2,41,11
2024-02-07,00,Deutschland,Kinder,PICU,141,4,2,514,173,145,145,NA,NA,50,24,31,36,6,1,47,23
2024-02-08,00,Deutschland,Erwachsene,ERWACHSENE,1057,279,16,14629,1689,6179,1625,NA,NA,363,213,302,178,21,1,417,173
2024-02-08,00,Deutschland,Kinder,NICU,174,3,1,1146,487,170,438,NA,NA,95,23,18,38,2,2,38,10
2024-02-08,00,Deutschland,Kinder,PICU,139,4,0,500,173,145,138,NA,NA,49,24,30,36,7,1,45,21
2024-02-09,00,Deutschland,Erwachsene,ERWACHSENE,1051,254,20,14521,1633,6078,1581,NA,NA,359,210,304,177,19,1,409,175
2024-02-09,00,Deutschland,Kinder,NICU,173,2,0,1140,494,165,449,NA,NA,93,23,19,38,2,2,39,11
2024-02-09,00,Deutschland,Kinder,PICU,139,3,2,514,161,139,122,NA,NA,51,24,30,34,7,2,47,22
2024-02-10,00,Deutschland,Erwachsene,ERWACHSENE,1052,252,17,14413,1669,6122,1570,NA,NA,359,209,307,176,18,1,422,163
2024-02-10,00,Deutschland,Kinder,NICU,174,2,0,1139,491,168,430,NA,NA,92,27,17,38,2,2,41,12
2024-02-10,00,Deutschland,Kinder,PICU,140,6,0,501,177,142,126,NA,NA,52,25,30,33,8,2,48,23
2024-02-11,00,Deutschland,Erwachsene,ERWACHSENE,1047,244,19,14189,1796,6141,1638,NA,NA,360,201,314,171,20,1,426,162
2024-02-11,00,Deutschland,Kinder,NICU,175,3,1,1129,519,177,446,NA,NA,93,26,17,39,2,2,40,12
2024-02-11,00,Deutschland,Kinder,PICU,142,6,0,500,180,145,135,NA,NA,53,24,29,36,7,2,47,23
2024-02-12,00,Deutschland,Erwachsene,ERWACHSENE,1047,239,18,14069,1822,6228,1698,NA,NA,372,207,294,173,19,1,415,151
2024-02-12,00,Deutschland,Kinder,NICU,176,3,0,1156,515,175,462,NA,NA,94,28,16,38,3,2,41,11
2024-02-12,00,Deutschland,Kinder,PICU,143,5,1,493,191,148,140,NA,NA,57,23,26,37,6,1,44,19
2024-02-13,00,Deutschland,Erwachsene,ERWACHSENE,1052,242,19,14279,1692,6217,1652,NA,NA,359,214,302,176,19,1,417,162
2024-02-13,00,Deutschland,Kinder,NICU,176,2,0,1181,482,182,465,NA,NA,96,28,14,38,4,2,39,11
2024-02-13,00,Deutschland,Kinder,PICU,142,6,0,528,152,149,132,NA,NA,56,23,25,38,5,1,43,16
2024-02-14,00,Deutschland,Erwachsene,ERWACHSENE,1057,228,17,14351,1720,6205,1686,NA,NA,360,210,309,177,21,1,424,172
2024-02-14,00,Deutschland,Kinder,NICU,176,2,0,1202,465,178,444,NA,NA,94,29,15,38,4,2,41,11
2024-02-14,00,Deutschland,Kinder,PICU,142,5,0,529,163,145,134,NA,NA,56,23,25,38,5,1,44,16
2024-02-15,00,Deutschland,Erwachsene,ERWACHSENE,1058,218,13,14355,1700,6257,1739,NA,NA,365,206,308,178,21,1,421,171
2024-02-15,00,Deutschland,Kinder,NICU,176,2,0,1190,474,179,432,NA,NA,95,28,14,39,4,2,39,11
2024-02-15,00,Deutschland,Kinder,PICU,141,5,0,509,170,144,137,NA,NA,56,24,24,37,3,1,42,15
2024-02-16,00,Deutschland,Erwachsene,ERWACHSENE,1054,197,14,14198,1698,6238,1712,NA,NA,366,212,298,177,22,1,415,163
2024-02-16,00,Deutschland,Kinder,NICU,176,2,0,1200,479,179,427,NA,NA,95,27,15,39,4,2,39,13
2024-02-16,00,Deutschland,Kinder,PICU,140,4,0,479,176,141,139,NA,NA,56,24,23,37,4,2,41,14
2024-02-17,00,Deutschland,Erwachsene,ERWACHSENE,1052,196,14,13976,1824,6231,1746,NA,NA,383,191,302,175,24,1,405,156
2024-02-17,00,Deutschland,Kinder,NICU,176,2,0,1166,513,183,429,NA,NA,96,25,17,38,4,2,39,13
2024-02-17,00,Deutschland,Kinder,PICU,140,2,1,470,184,141,140,NA,NA,56,23,24,37,4,2,41,15
2024-02-18,00,Deutschland,Erwachsene,ERWACHSENE,1048,189,13,13761,1917,6219,1824,NA,NA,380,191,299,177,24,1,406,155
2024-02-18,00,Deutschland,Kinder,NICU,176,2,0,1159,513,183,423,NA,NA,95,26,17,38,4,2,41,13
2024-02-18,00,Deutschland,Kinder,PICU,139,2,0,464,186,138,144,NA,NA,57,22,24,36,3,2,41,13
2024-02-19,00,Deutschland,Erwachsene,ERWACHSENE,1046,183,23,13729,2001,6198,1845,NA,NA,384,192,289,180,23,1,397,150
2024-02-19,00,Deutschland,Kinder,NICU,176,1,0,1172,507,185,423,NA,NA,99,27,12,38,3,2,37,14
2024-02-19,00,Deutschland,Kinder,PICU,140,2,0,462,203,149,156,NA,NA,61,19,24,36,2,1,38,15
2024-02-20,00,Deutschland,Erwachsene,ERWACHSENE,1045,180,17,13990,1828,6158,1725,NA,NA,377,193,297,177,22,1,406,155
2024-02-20,00,Deutschland,Kinder,NICU,176,1,0,1160,519,180,443,NA,NA,98,25,15,38,3,2,38,14
2024-02-20,00,Deutschland,Kinder,PICU,140,0,0,463,199,146,151,NA,NA,61,19,24,36,2,1,37,15
2024-02-21,00,Deutschland,Erwachsene,ERWACHSENE,1045,171,7,14118,1825,6195,1737,NA,NA,383,202,284,175,24,1,402,152
2024-02-21,00,Deutschland,Kinder,NICU,176,1,0,1163,509,177,430,NA,NA,98,21,19,38,3,2,37,12
2024-02-21,00,Deutschland,Kinder,PICU,140,0,0,476,190,142,145,NA,NA,58,20,26,36,4,1,39,18
2024-02-22,00,Deutschland,Erwachsene,ERWACHSENE,1044,156,17,14112,1848,6156,1766,NA,NA,392,186,286,179,25,1,396,147
2024-02-22,00,Deutschland,Kinder,NICU,176,1,0,1166,506,178,437,NA,NA,97,23,17,39,3,2,37,12
2024-02-22,00,Deutschland,Kinder,PICU,140,0,0,484,184,142,146,NA,NA,57,21,25,37,3,1,38,18
2024-02-23,00,Deutschland,Erwachsene,ERWACHSENE,1039,160,9,14040,1831,6159,1748,NA,NA,396,178,288,176,28,1,388,152
2024-02-23,00,Deutschland,Kinder,NICU,175,1,0,1155,505,180,433,NA,NA,95,23,17,40,4,2,36,12
2024-02-23,00,Deutschland,Kinder,PICU,139,0,0,478,182,140,143,NA,NA,57,20,25,37,3,1,37,19
2024-02-24,00,Deutschland,Erwachsene,ERWACHSENE,1042,159,9,13966,1904,6149,1805,NA,NA,394,184,283,180,25,2,394,146
2024-02-24,00,Deutschland,Kinder,NICU,176,0,0,1165,512,180,426,NA,NA,95,22,19,40,4,2,37,13
2024-02-24,00,Deutschland,Kinder,PICU,140,1,0,469,192,140,146,NA,NA,58,19,26,37,3,1,38,17
2024-02-25,00,Deutschland,Erwachsene,ERWACHSENE,1040,153,11,13764,2067,6132,1870,NA,NA,397,185,284,173,25,2,402,146
2024-02-25,00,Deutschland,Kinder,NICU,177,1,0,1156,529,183,440,NA,NA,98,20,19,40,4,2,36,12
2024-02-25,00,Deutschland,Kinder,PICU,140,1,0,459,201,144,151,NA,NA,55,18,28,39,3,1,39,16
2024-02-26,00,Deutschland,Erwachsene,ERWACHSENE,1044,154,13,13822,2188,6263,1975,NA,NA,409,191,269,174,25,2,388,143
2024-02-26,00,Deutschland,Kinder,NICU,177,1,0,1158,527,179,443,NA,NA,99,21,17,40,3,2,35,12
2024-02-26,00,Deutschland,Kinder,PICU,140,2,1,448,215,139,169,NA,NA,55,19,27,39,2,1,40,17
2024-02-27,00,Deutschland,Erwachsene,ERWACHSENE,1049,150,9,14114,2027,6241,1931,NA,NA,401,191,279,177,20,1,393,139
2024-02-27,00,Deutschland,Kinder,NICU,177,0,0,1146,530,182,445,NA,NA,97,25,15,40,2,2,36,13
2024-02-27,00,Deutschland,Kinder,PICU,140,3,1,446,214,146,165,NA,NA,55,23,23,39,2,1,41,15
2024-02-28,00,Deutschland,Erwachsene,ERWACHSENE,1049,138,8,14120,1985,6186,1893,NA,NA,413,181,277,177,21,1,385,135
2024-02-28,00,Deutschland,Kinder,NICU,176,0,0,1157,504,177,444,NA,NA,98,23,14,41,3,2,33,12
2024-02-28,00,Deutschland,Kinder,PICU,139,4,2,445,200,138,150,NA,NA,57,20,24,38,2,1,37,15
2024-02-29,00,Deutschland,Erwachsene,ERWACHSENE,1046,121,8,14005,1989,6184,1914,NA,NA,408,188,271,178,18,1,384,136
2024-02-29,00,Deutschland,Kinder,NICU,176,0,0,1139,535,175,451,NA,NA,97,24,14,41,3,2,35,10
2024-02-29,00,Deutschland,Kinder,PICU,139,5,1,450,191,136,141,NA,NA,57,22,21,39,2,1,37,13
2024-03-01,00,Deutschland,Erwachsene,ERWACHSENE,1044,116,5,13985,1908,6175,1832,NA,NA,400,188,278,177,17,1,396,141
2024-03-01,00,Deutschland,Kinder,NICU,175,0,0,1101,556,175,447,NA,NA,95,24,15,41,4,2,35,10
2024-03-01,00,Deutschland,Kinder,PICU,138,6,2,454,184,137,135,NA,NA,54,24,22,38,3,1,41,14
2024-03-02,00,Deutschland,Erwachsene,ERWACHSENE,1048,111,7,13919,1955,6235,1847,NA,NA,394,190,287,176,16,2,398,143
2024-03-02,00,Deutschland,Kinder,NICU,174,0,0,1172,548,162,447,NA,NA,91,26,16,41,4,2,38,11
2024-03-02,00,Deutschland,Kinder,PICU,137,7,0,436,199,134,136,NA,NA,54,24,23,36,3,1,42,14
2024-03-03,00,Deutschland,Erwachsene,ERWACHSENE,1048,106,13,13612,2159,6243,1956,NA,NA,396,198,274,179,16,1,394,131
2024-03-03,00,Deutschland,Kinder,NICU,174,0,0,1096,544,168,435,NA,NA,89,26,17,42,4,2,39,12
2024-03-03,00,Deutschland,Kinder,PICU,137,7,1,435,199,136,140,NA,NA,52,24,24,37,3,1,43,15
2024-03-04,00,Deutschland,Erwachsene,ERWACHSENE,1047,119,13,13607,2193,6271,2085,NA,NA,403,192,274,177,17,1,377,144
2024-03-04,00,Deutschland,Kinder,NICU,175,0,0,1140,515,168,427,NA,NA,88,30,17,40,5,2,43,14
2024-03-04,00,Deutschland,Kinder,PICU,138,6,1,426,212,133,155,NA,NA,53,25,23,37,3,1,42,18
2024-03-05,00,Deutschland,Erwachsene,ERWACHSENE,1044,108,11,13768,2050,6243,1980,NA,NA,395,198,275,175,17,2,381,144
2024-03-05,00,Deutschland,Kinder,NICU,176,0,0,1153,514,172,426,NA,NA,92,27,16,41,5,2,40,11
2024-03-05,00,Deutschland,Kinder,PICU,139,6,0,444,206,132,152,NA,NA,53,24,24,38,3,1,41,16
2024-03-06,00,Deutschland,Erwachsene,ERWACHSENE,1044,105,11,13848,1984,6240,1912,NA,NA,398,207,264,174,19,2,380,149
2024-03-06,00,Deutschland,Kinder,NICU,175,0,0,1159,494,172,424,NA,NA,92,26,14,43,4,2,37,10
2024-03-06,00,Deutschland,Kinder,PICU,139,5,0,453,197,134,150,NA,NA,53,26,22,38,3,1,41,17
2024-03-07,00,Deutschland,Erwachsene,ERWACHSENE,1045,106,7,13781,2098,6224,1979,NA,NA,410,199,259,176,19,2,373,137
2024-03-07,00,Deutschland,Kinder,NICU,176,0,0,1148,515,171,430,NA,NA,89,27,16,44,3,2,39,9
2024-03-07,00,Deutschland,Kinder,PICU,139,5,0,455,200,133,152,NA,NA,54,27,23,35,3,1,43,17
2024-03-08,00,Deutschland,Erwachsene,ERWACHSENE,1042,105,6,13775,2010,6234,1950,NA,NA,410,196,261,174,18,2,374,138
2024-03-08,00,Deutschland,Kinder,NICU,176,0,0,1140,528,173,435,NA,NA,89,27,16,44,3,2,40,12
2024-03-08,00,Deutschland,Kinder,PICU,138,2,0,431,198,131,150,NA,NA,56,25,22,35,3,1,41,17
2024-03-09,00,Deutschland,Erwachsene,ERWACHSENE,1044,100,3,13634,2466,6174,1998,NA,NA,406,196,263,178,16,2,372,141
2024-03-09,00,Deutschland,Kinder,NICU,176,0,0,1161,509,174,414,NA,NA,90,25,17,44,3,1,39,12
2024-03-09,00,Deutschland,Kinder,PICU,138,2,0,428,189,133,145,NA,NA,56,21,25,36,3,1,41,15
2024-03-10,00,Deutschland,Erwachsene,ERWACHSENE,1040,95,13,13459,2230,6199,2041,NA,NA,408,190,264,177,16,2,372,137
2024-03-10,00,Deutschland,Kinder,NICU,176,0,0,1143,528,177,428,NA,NA,88,26,18,44,3,1,39,13
2024-03-10,00,Deutschland,Kinder,PICU,139,1,1,420,201,136,154,NA,NA,57,21,25,36,3,1,41,15
2024-03-11,00,Deutschland,Erwachsene,ERWACHSENE,1036,94,10,13392,2264,6256,2111,NA,NA,409,193,257,176,17,3,365,140
2024-03-11,00,Deutschland,Kinder,NICU,174,0,0,1125,529,175,432,NA,NA,87,26,20,41,5,1,40,15
2024-03-11,00,Deutschland,Kinder,PICU,138,2,0,421,205,137,146,NA,NA,55,22,27,34,3,1,44,16
2024-03-12,00,Deutschland,Erwachsene,ERWACHSENE,1038,97,13,13686,2056,6201,1974,NA,NA,405,195,257,180,16,3,368,141
2024-03-12,00,Deutschland,Kinder,NICU,177,0,0,1133,553,177,444,NA,NA,94,22,20,41,5,1,37,13
2024-03-12,00,Deutschland,Kinder,PICU,141,4,0,449,204,145,144,NA,NA,56,23,26,36,3,1,45,14
2024-03-13,00,Deutschland,Erwachsene,ERWACHSENE,1037,106,9,13736,2053,6196,2006,NA,NA,407,200,250,179,16,3,366,145
2024-03-13,00,Deutschland,Kinder,NICU,176,0,0,1136,529,179,437,NA,NA,97,20,20,39,5,1,35,12
2024-03-13,00,Deutschland,Kinder,PICU,141,4,0,474,186,143,142,NA,NA,56,22,29,34,3,1,46,16
2024-03-14,00,Deutschland,Erwachsene,ERWACHSENE,1039,110,8,13799,2055,6235,2045,NA,NA,417,194,249,178,15,3,368,139
2024-03-14,00,Deutschland,Kinder,NICU,174,0,0,1121,524,172,428,NA,NA,93,19,22,40,6,1,36,12
2024-03-14,00,Deutschland,Kinder,PICU,140,4,0,463,185,137,138,NA,NA,56,20,30,34,2,1,46,16
2024-03-15,00,Deutschland,Erwachsene,ERWACHSENE,1034,101,5,13789,1983,6230,1954,NA,NA,412,196,243,182,13,3,366,131
2024-03-15,00,Deutschland,Kinder,NICU,175,0,0,1134,511,171,432,NA,NA,91,25,19,40,5,1,37,11
2024-03-15,00,Deutschland,Kinder,PICU,141,2,0,463,194,135,145,NA,NA,55,20,31,35,2,1,47,17
2024-03-16,00,Deutschland,Erwachsene,ERWACHSENE,1034,98,5,13592,2103,6242,2048,NA,NA,415,191,238,189,14,3,359,127
2024-03-16,00,Deutschland,Kinder,NICU,175,0,0,1144,501,169,448,NA,NA,91,22,21,41,6,1,38,11
2024-03-16,00,Deutschland,Kinder,PICU,141,3,0,450,211,134,157,NA,NA,58,17,31,35,2,1,44,17
2024-03-17,00,Deutschland,Erwachsene,ERWACHSENE,1032,102,15,13363,2255,6255,2118,NA,NA,419,197,230,185,14,2,358,126
2024-03-17,00,Deutschland,Kinder,NICU,175,0,0,1146,497,170,445,NA,NA,92,23,19,41,5,1,37,10
2024-03-17,00,Deutschland,Kinder,PICU,141,2,1,450,209,136,155,NA,NA,58,18,30,35,2,1,44,18
2024-03-18,00,Deutschland,Erwachsene,ERWACHSENE,1031,106,10,13304,2335,6224,2217,NA,NA,424,192,228,186,15,2,347,128
2024-03-18,00,Deutschland,Kinder,NICU,176,0,0,1148,513,179,448,NA,NA,95,20,20,41,5,1,37,8
2024-03-18,00,Deutschland,Kinder,PICU,141,2,2,459,199,138,154,NA,NA,58,17,31,35,1,1,44,17
2024-03-19,00,Deutschland,Erwachsene,ERWACHSENE,1029,96,5,13491,2162,6221,2086,NA,NA,415,195,233,185,14,2,353,132
2024-03-19,00,Deutschland,Kinder,NICU,176,0,0,1146,527,188,452,NA,NA,96,20,18,42,3,1,35,6
2024-03-19,00,Deutschland,Kinder,PICU,141,4,0,448,210,143,159,NA,NA,57,17,31,36,1,1,42,16
2024-03-20,00,Deutschland,Erwachsene,ERWACHSENE,1025,79,5,13492,2106,6207,2019,NA,NA,416,192,233,183,13,2,354,130
2024-03-20,00,Deutschland,Kinder,NICU,176,0,0,1144,521,185,458,NA,NA,96,19,20,41,4,1,35,9
2024-03-20,00,Deutschland,Kinder,PICU,140,4,0,458,194,149,155,NA,NA,57,17,31,35,1,1,42,16
2024-03-21,00,Deutschland,Erwachsene,ERWACHSENE,1024,74,7,13612,1970,6207,1923,NA,NA,405,195,236,187,13,2,356,131
2024-03-21,00,Deutschland,Kinder,NICU,175,0,0,1109,535,177,457,NA,NA,97,20,18,40,3,1,33,8
2024-03-21,00,Deutschland,Kinder,PICU,139,2,0,453,196,146,134,NA,NA,57,16,31,35,1,1,42,15
2024-03-22,00,Deutschland,Erwachsene,ERWACHSENE,1021,73,3,13392,2069,6195,2017,NA,NA,416,191,230,183,13,2,356,117
2024-03-22,00,Deutschland,Kinder,NICU,173,0,0,1078,545,167,462,NA,NA,94,22,18,39,3,1,34,10
2024-03-22,00,Deutschland,Kinder,PICU,138,1,1,435,213,146,148,NA,NA,55,17,31,35,1,1,42,16
2024-03-23,00,Deutschland,Erwachsene,ERWACHSENE,1025,64,1,13288,2165,6235,2066,NA,NA,411,186,241,186,12,2,360,117
2024-03-23,00,Deutschland,Kinder,NICU,170,0,0,1080,525,166,445,NA,NA,94,19,18,39,3,1,33,7
